fecha,dia_inicio,dia_cuarentena_dnu260,osm_admin_level_2,osm_admin_level_4,osm_admin_level_8,tot_casosconf,nue_casosconf_diff,tot_fallecidos,nue_fallecidos_diff,tot_recuperados,tot_terapia,test_RT-PCR_negativos,test_RT-PCR_total,transmision_tipo,informe_tipo,informe_link,observacion,covid19argentina_admin_level_4
2/03/2020,1,,Argentina,CABA,,1,1,0,0,,,,,importado,,https://www.infobae.com/coronavirus/2020/03/03/confirmaron-el-primer-caso-de-coronavirus-en-la-argentina/,no hay informe,capital-federal
3/03/2020,2,,Argentina,Indeterminado,,1,0,0,0,,,,,importado,,,no hay informe,no-data
4/03/2020,3,,Argentina,Indeterminado,,1,0,0,0,,,,,importado,,,no hay informe,no-data
5/03/2020,4,,Argentina,Buenos Aires,,2,1,2,2,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/5-03-2020-nuevo-coronavirus-covid-19-reporte-diario_1.pdf,,buenos-aires
6/03/2020,5,,Argentina,Indeterminado,,2,0,2,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/6-03-2020-nuevo-coronavirus-covid-19-reporte-diario_1.pdf,,no-data
7/03/2020,6,,Argentina,Indeterminado,,2,0,2,0,,,,,importado,,,no hay informe,no-data
8/03/2020,7,,Argentina,Buenos Aires,,10,8,2,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/8-03-2020-nuevo-coronavirus-covid-19-reporte-diario_0.pdf,,buenos-aires
9/03/2020,8,,Argentina,CABA,,11,1,3,1,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/9-03-2020-nuevo-coronavirus-covid-19-reporte_diario_0.pdf,,capital-federal
9/03/2020,8,,Argentina,San Luis,,13,2,3,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/9-03-2020-nuevo-coronavirus-covid-19-reporte_diario_0.pdf,,san-luis
9/03/2020,8,,Argentina,Chaco,,18,5,3,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/9-03-2020-nuevo-coronavirus-covid-19-reporte_diario_0.pdf,,chaco
9/03/2020,8,,Argentina,Río Negro,,19,1,3,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/9-03-2020-nuevo-coronavirus-covid-19-reporte_diario_0.pdf,,rio-negro
10/03/2020,9,,Argentina,Buenos Aires,,20,1,3,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/10-03-2020-nuevo-coronavirus-covid-19-reporte-diario_1.pdf,,buenos-aires
10/03/2020,9,,Argentina,CABA,,21,1,4,1,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/10-03-2020-nuevo-coronavirus-covid-19-reporte-diario_1.pdf,,capital-federal
11/03/2020,10,,Argentina,Buenos Aires,,22,1,4,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/11-03-2020-nuevo-coronavirus-covid-19-reporte-diario_0.pdf,,buenos-aires
11/03/2020,10,,Argentina,CABA,,23,1,4,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/11-03-2020-nuevo-coronavirus-covid-19-reporte-diario_0.pdf,,capital-federal
12/03/2020,8,,Argentina,CABA,,33,10,4,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/12-03-20-nuevo-coronavirus-covid-19_reporte-diario_0.pdf,,capital-federal
13/03/2020,9,,Argentina,Buenos Aires,,34,1,4,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/13-03-20-reporte-diario-covid-19_0.pdf,,buenos-aires
13/03/2020,9,,Argentina,CABA,,36,2,5,1,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/13-03-20-reporte-diario-covid-19_0.pdf,,capital-federal
14/03/2020,10,,Argentina,CABA,,47,11,5,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/14-03-20-reporte-diario-covid-19_0.pdf,Si bien separa por provincias no se aclara las cantidades por provincia.,capital-federal
14/03/2020,10,,Argentina,Santa Fe,Rosario,48,1,5,0,,,,,,,,,
15/03/2020,11,,Argentina,CABA,,54,6,5,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/15032020-nuevo-coronavirus-covid-19_0.pdf,,capital-federal
15/03/2020,11,,Argentina,Chaco,,58,4,5,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/15032020-nuevo-coronavirus-covid-19_0.pdf,,chaco
15/03/2020,11,,Argentina,Tierra del Fuego,,59,1,5,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/15032020-nuevo-coronavirus-covid-19_0.pdf,,tierra-del-fuego
15/03/2020,11,,Argentina,Buenos Aires,,60,1,5,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/15032020-nuevo-coronavirus-covid-19_0.pdf,,buenos-aires
16/03/2020,12,,Argentina,CABA,,65,5,5,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/16-03-20-reporte-diario-covid-19_0.pdf,,capital-federal
16/03/2020,12,,Argentina,Chaco,,68,3,5,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/16-03-20-reporte-diario-covid-19_0.pdf,,chaco
16/03/2020,12,,Argentina,Buenos Aires,,69,1,5,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/16-03-20-reporte-diario-covid-19_0.pdf,,buenos-aires
16/03/2020,12,,Argentina,Indeterminado,,69,0,5,0,,,464,529,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/16-03-20-reporte-diario-covid-19_0.pdf,,no-data
17/03/2020,13,,Argentina,Buenos Aires,,70,1,5,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf,,buenos-aires
17/03/2020,13,,Argentina,CABA,,74,4,5,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf,,capital-federal
17/03/2020,13,,Argentina,Córdoba,,76,2,5,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf,,cordoba
17/03/2020,13,,Argentina,Chaco,,77,1,5,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf,,chaco
17/03/2020,13,,Argentina,Jujuy,,78,1,5,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf,,jujuy
17/03/2020,13,,Argentina,Salta,,79,1,5,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf,,salta
17/03/2020,13,,Argentina,Río Negro,,80,1,6,1,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf,,rio-negro
17/03/2020,13,,Argentina,Entre Ríos,,81,1,6,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf,,entre-rios
17/03/2020,13,,Argentina,Santa Cruz,,82,1,6,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf,,santa-cruz
17/03/2020,13,,Argentina,Indeterminado,,82,0,6,0,,,496,574,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/17-03-20_reporte_diario_covid-19.pdf,,no-data
18/03/2020,14,,Argentina,CABA,,92,10,6,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/18-03-20_reporte_diario_covid-19_1.pdf,,capital-federal
18/03/2020,14,,Argentina,Chaco,,93,1,6,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/18-03-20_reporte_diario_covid-19_1.pdf,,chaco
18/03/2020,14,,Argentina,Buenos Aires,,99,6,6,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/18-03-20_reporte_diario_covid-19_1.pdf,,buenos-aires
18/03/2020,14,,Argentina,Córdoba,,100,1,6,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/18-03-20_reporte_diario_covid-19_1.pdf,,cordoba
18/03/2020,14,,Argentina,Entre Ríos,,101,1,6,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/18-03-20_reporte_diario_covid-19_1.pdf,,entre-rios
18/03/2020,14,,Argentina,Indeterminado,,101,0,6,0,18,,562,659,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/18-03-20_reporte_diario_covid-19_1.pdf,,no-data
19/03/2020,15,,Argentina,Buenos Aires,,115,14,6,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf,,buenos-aires
19/03/2020,15,,Argentina,CABA,,123,8,7,1,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf,,capital-federal
19/03/2020,15,,Argentina,Córdoba,,125,2,7,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf,,cordoba
19/03/2020,15,,Argentina,Chaco,,127,2,7,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf,,chaco
19/03/2020,15,,Argentina,Tucumán,,128,1,7,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf,,tucuman
19/03/2020,15,,Argentina,Santa Fe,Rosario,129,1,7,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf,,santa-fe
19/03/2020,15,,Argentina,Río Negro,,131,2,7,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf,,rio-negro
19/03/2020,15,,Argentina,Indeterminado,,131,0,7,0,23,,705,833,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/19-03-20-reporte-diario-covid-19.pdf,,no-data
20/03/2020,16,,Argentina,CABA,,140,9,7,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf,,capital-federal
20/03/2020,16,,Argentina,Buenos Aires,,149,9,7,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf,,buenos-aires
20/03/2020,16,,Argentina,Córdoba,,153,4,7,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf,,cordoba
20/03/2020,16,,Argentina,Chaco,,154,1,7,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf,,chaco
20/03/2020,16,,Argentina,Tierra del Fuego,,155,1,7,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf,,tierra-del-fuego
20/03/2020,16,,Argentina,Entre Ríos,,157,2,7,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf,,entre-rios
20/03/2020,16,,Argentina,Corrientes,,158,1,7,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf,,corrientes
20/03/2020,16,,Argentina,Neuquén,,159,1,7,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf,,neuquen
20/03/2020,16,,Argentina,Santiago del Estero,,160,1,7,0,,,,,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf,,santiago-del-estero
20/03/2020,16,,Argentina,Indeterminado,,160,0,7,0,27,,872,1030,importado,informe nacional,https://www.argentina.gob.ar/sites/default/files/20-03-20_reporte_diario_covid_19_2.pdf,,no-data
21/03/2020,17,1,Argentina,CABA,,189,29,7,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf,,capital-federal
21/03/2020,17,1,Argentina,Buenos Aires,,203,14,8,1,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf,,buenos-aires
21/03/2020,17,1,Argentina,Chaco,,208,5,8,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf,,chaco
21/03/2020,17,1,Argentina,Mendoza,,213,5,8,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf,,mendoza
21/03/2020,17,1,Argentina,Córdoba,,217,4,8,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf,,cordoba
21/03/2020,17,1,Argentina,Tierra del Fuego,,220,3,8,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf,,tierra-del-fuego
21/03/2020,17,1,Argentina,Corrientes,,222,2,8,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf,,corrientes
21/03/2020,17,1,Argentina,Santa Fe,Ciudad de Santa Fe,224,2,8,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf,,santa-fe
21/03/2020,17,1,Argentina,Santa Fe,Rafaela,225,1,8,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf,,santa-fe
21/03/2020,17,1,Argentina,Tucumán,,226,1,8,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf,,tucuman
21/03/2020,17,1,Argentina,Río Negro,,227,1,8,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf,,rio-negro
21/03/2020,17,1,Argentina,Indeterminado,,227,0,8,0,31,,1028,1253,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/21-03-20-reporte-diario_covid19.pdf,,no-data
22/03/2020,18,2,Argentina,CABA,,238,11,8,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/22-03-20-reporte-diario_covid19.pdf,,capital-federal
22/03/2020,18,2,Argentina,Buenos Aires,,246,8,8,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/22-03-20-reporte-diario_covid19.pdf,,buenos-aires
22/03/2020,18,2,Argentina,Córdoba,,254,8,8,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/22-03-20-reporte-diario_covid19.pdf,,cordoba
22/03/2020,18,2,Argentina,Chaco,,261,7,8,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/22-03-20-reporte-diario_covid19.pdf,,chaco
22/03/2020,18,2,Argentina,Tucumán,,266,5,8,0,,,,,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/22-03-20-reporte-diario_covid19.pdf,,tucuman
22/03/2020,18,2,Argentina,Indeterminado,,266,0,8,0,51,,1271,1537,transmision local,informe nacional,https://www.argentina.gob.ar/sites/default/files/22-03-20-reporte-diario_covid19.pdf,,no-data
23/03/2020,19,3,Argentina,CABA,,277,11,8,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/23-03-2020-covid19_informe-diario.pdf,,capital-federal
23/03/2020,19,3,Argentina,Buenos Aires,,282,5,8,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/23-03-2020-covid19_informe-diario.pdf,,buenos-aires
23/03/2020,19,3,Argentina,Santa Fe,Helvecia,283,1,8,0,,,,,transmision comunitaria,informe provincial,https://www.santafe.gob.ar/index.php/web/content/download/257616/1357149/file/Parte%20MSSF%20Coronavirus%2023-03-2020%2018hs.pdf,Santa Fe Parte Provincial suma15 casos. Parte Nacional reporta solo 13.,santa-fe
23/03/2020,19,3,Argentina,Santa Fe,Esperanza,284,1,8,0,,,,,transmision comunitaria,informe provincial,https://www.santafe.gob.ar/index.php/web/content/download/257616/1357149/file/Parte%20MSSF%20Coronavirus%2023-03-2020%2018hs.pdf,Santa Fe Parte Provincial suma15 casos. Parte Nacional reporta solo 13.,santa-fe
23/03/2020,19,3,Argentina,Santa Fe,Rosario,293,9,8,0,,,,,transmision comunitaria,informe provincial,https://www.santafe.gob.ar/index.php/web/content/download/257616/1357149/file/Parte%20MSSF%20Coronavirus%2023-03-2020%2018hs.pdf,Santa Fe Parte Provincial suma15 casos. Parte Nacional reporta solo 13.,santa-fe
23/03/2020,19,3,Argentina,Santa Fe,Gálvez,296,3,8,0,,,,,transmision comunitaria,informe provincial,https://www.santafe.gob.ar/index.php/web/content/download/257616/1357149/file/Parte%20MSSF%20Coronavirus%2023-03-2020%2018hs.pdf,Santa Fe Parte Provincial suma15 casos. Parte Nacional reporta solo 13.,santa-fe
23/03/2020,19,3,Argentina,Córdoba,,299,3,8,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/23-03-2020-covid19_informe-diario.pdf,,cordoba
23/03/2020,19,3,Argentina,Chaco,,303,4,8,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/23-03-2020-covid19_informe-diario.pdf,,chaco
23/03/2020,19,3,Argentina,Indeterminado,,303,0,8,0,52,,1453,1754,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/23-03-2020-covid19_informe-diario.pdf,,chaco
24/03/2020,20,4,Argentina,CABA,,332,29,8,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf,2 casos informados en el día de ayer se reclasificaron por lo que dejaron de formar parte del total. Se resto uno random en esta ciudad,capital-federal
24/03/2020,20,4,Argentina,Buenos Aires,,361,29,9,1,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf,2 casos informados en el día de ayer se reclasificaron por lo que dejaron de formar parte del total. Se resto uno random en esta ciudad,buenos-aires
24/03/2020,20,4,Argentina,Chaco,,370,9,10,1,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf,,chaco
24/03/2020,20,4,Argentina,Córdoba,,377,7,10,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf,,cordoba
24/03/2020,20,4,Argentina,Tierra del Fuego,,381,4,10,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf,,tierra-del-fuego
24/03/2020,20,4,Argentina,Santa Fe,Helvecia,382,1,10,0,,,,,transmision comunitaria,informe provincial,https://www.santafe.gob.ar/index.php/web/content/download/257621/1357167/file/Informe_Coronavirus_24_03_2020%2021%20hs.pdf,Santa Fe Parte Provincial no son novedades son totales. Por esto viene el ruido.,santa-fe
24/03/2020,20,4,Argentina,Santa Fe,Rafaela,383,1,10,0,,,,,transmision comunitaria,informe provincial,https://www.santafe.gob.ar/index.php/web/content/download/257621/1357167/file/Informe_Coronavirus_24_03_2020%2021%20hs.pdf,Santa Fe Parte Provincial no son novedades son totales. Por esto viene el ruido.,santa-fe
24/03/2020,20,4,Argentina,Santa Fe,Roldán,384,1,10,0,,,,,transmision comunitaria,informe provincial,https://www.santafe.gob.ar/index.php/web/content/download/257621/1357167/file/Informe_Coronavirus_24_03_2020%2021%20hs.pdf,Santa Fe Parte Provincial no son novedades son totales. Por esto viene el ruido.,santa-fe
24/03/2020,20,4,Argentina,La Pampa,,385,1,10,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf,,la-pampa
24/03/2020,20,4,Argentina,Neuquén,,386,1,10,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf,,neuquen
24/03/2020,20,4,Argentina,Santa Cruz,,387,1,10,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf,,santa-cruz
24/03/2020,20,4,Argentina,Indeterminado,,387,0,10,0,63,,1453,1838,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/24-03-20-reporte-diario-vespertino-covid-19_0.pdf,,no-data
25/03/2020,21,5,Argentina,Buenos Aires,,417,30,10,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf,,buenos-aires
25/03/2020,21,5,Argentina,CABA,,438,21,11,1,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf,,capital-federal
25/03/2020,21,5,Argentina,Córdoba,,453,15,11,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf,,cordoba
25/03/2020,21,5,Argentina,Chaco,,465,12,12,1,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf,,chaco
25/03/2020,21,5,Argentina,Santa Cruz,,470,5,12,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf,,santa-cruz
25/03/2020,21,5,Argentina,San Luis,,474,4,12,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf,,san-luis
25/03/2020,21,5,Argentina,Entre Ríos,,477,3,12,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf,,entre-rios
25/03/2020,21,5,Argentina,Mendoza,,478,1,12,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf,,mendoza
25/03/2020,21,5,Argentina,Neuquén,,479,1,12,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf,,neuquen
25/03/2020,21,5,Argentina,Tierra del Fuego,,480,1,12,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf,,tierra-del-fuego
25/03/2020,21,5,Argentina,Tucumán,,482,2,12,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf,,tucuman
25/03/2020,21,5,Argentina,Santa Fe,,504,22,12,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf,,santa-fe
25/03/2020,21,5,Argentina,Indeterminado,,504,0,12,0,72,22,1946,2448,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/25-03-20-reporte-diario-vespertino-covid-19.pdf,,no-data
26/03/2020,22,6,Argentina,CABA,,534,30,13,1,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf,"se suman 7casos, se compensa la diferencia entre los 20 casos del 27/3",capital-federal
26/03/2020,22,6,Argentina,Buenos Aires,,561,27,15,2,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf,,buenos-aires
26/03/2020,22,6,Argentina,Santa Fe,,573,12,15,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf,,santa-fe
26/03/2020,22,6,Argentina,Chaco,,576,3,16,1,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf,,chaco
26/03/2020,22,6,Argentina,Córdoba,,579,3,16,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf,,cordoba
26/03/2020,22,6,Argentina,Tierra del Fuego,,582,3,16,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf,,tierra-del-fuego
26/03/2020,22,6,Argentina,Neuquén,,585,3,16,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf,,neuquen
26/03/2020,22,6,Argentina,Jujuy,,587,2,16,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf,,jujuy
26/03/2020,22,6,Argentina,Santa Cruz,,589,2,16,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf,,santa-cruz
26/03/2020,22,6,Argentina,Mendoza,,590,1,16,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf,,mendoza
26/03/2020,22,6,Argentina,San Luis,,590,0,16,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf,1 caso reclasificado el 28-3 a Cordoba.,san-luis
26/03/2020,22,6,Argentina,Indeterminado,,590,0,16,0,75,25,2258,2847,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/26-03-20-reporte-diario-vespertino-covid-19.pdf,,no-data
27/03/2020,23,7,Argentina,CABA,,617,27,17,1,,,,,transmision comunitaria,informe nacional,https://www.buenosaires.gob.ar/salud/noticias/actualizacion-de-los-casos-coronavirus-en-la-ciudad-buenos-aires,GCABA publico que son 20 los casos nuevos. Cremos que acá estaría la diferencia de los 16 casos menos del parte diario nacional del dia.,capital-federal
27/03/2020,23,7,Argentina,Buenos Aires,,653,36,18,1,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf,se asigna fallecido a bsas hasta tener novedades.,buenos-aires
27/03/2020,23,7,Argentina,Chaco,,656,3,18,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf,,chaco
27/03/2020,23,7,Argentina,Córdoba,,661,5,18,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf,,cordoba
27/03/2020,23,7,Argentina,Tucumán,,667,6,18,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf,,tucuman
27/03/2020,23,7,Argentina,Santa Fe,Rosario,673,6,18,0,,,,,transmision comunitaria,informe nacional,https://www.argentina.gob.ar/sites/default/files/27-03-20-reporte-diario-vespertino-covid-19.pdf,,santa-fe
